go_id	go_desc
 0004984	 olfactory receptor activity 
 0007608	 sensory perception of smell 
 0004363	 glutathione synthase activity 
 0006750	 glutathione biosynthetic process 
 0008736	 L-fucose isomerase activity 
 0006004	 fucose metabolic process 
 0008704	 5-carboxymethyl-2-hydroxymuconate delta-isomerase activity 
 0009036	 Type II site-specific deoxyribonuclease activity 
 0009307	 DNA restriction-modification system 
 0015049	 methane monooxygenase activity 
 0015947	 methane metabolic process 
 0007067	 mitosis 
 0007021	 tubulin complex assembly 
 0005874	 microtubule 
 0030411	 scytalone dehydratase activity 
 0006582	 melanin metabolic process 
 0004859	 phospholipase inhibitor activity 
 0004144	 diacylglycerol O-acyltransferase activity 
 0045017	 glycerolipid biosynthetic process 
 0008889	 glycerophosphodiester phosphodiesterase activity 
 0080019	 fatty-acyl-CoA reductase alcohol-forming activity 
 0030286	 dynein complex 
 0009678	 hydrogen-translocating pyrophosphatase activity 
 0030259	 lipid glycosylation 
 0006659	 phosphatidylserine biosynthetic process 
 0008284	 positive regulation of cell proliferation 
 0005143	 interleukin-12 receptor binding 
 0005186	 pheromone activity 
 0030410	 nicotianamine synthase activity 
 0030418	 nicotianamine biosynthetic process 
 0018580	 nitronate monooxygenase activity 
 0004668	 protein-arginine deiminase activity 
 0016811	 hydrolase activity, acting on carbon-nitrogen but not peptide bonds, in linear amides 
 0000139	 Golgi membrane 
 0004357	 glutamate-cysteine ligase activity 
 0010309	 acireductone dioxygenase [ironII-requiring] activity 
 0006887	 exocytosis 
 0000145	 exocyst 
 0007618	 mating 
 0016844	 strictosidine synthase activity 
 0010038	 response to metal ion 
 0019211	 phosphatase activator activity 
 0017003	 protein-heme linkage 
 0016051	 carbohydrate biosynthetic process 
 0019033	 viral tegument 
 0016570	 histone modification 
 0004835	 tubulin-tyrosine ligase activity 
 0010498	 proteasomal protein catabolic process 
 0019941	 modification-dependent protein catabolic process 
 0016163	 nitrogenase activity 
 0009399	 nitrogen fixation 
 0043236	 laminin binding 
 0007213	 G-protein coupled acetylcholine receptor signaling pathway 
 0043113	 receptor clustering 
 0005605	 basal lamina 
 0000226	 microtubule cytoskeleton organization 
 0005789	 endoplasmic reticulum membrane 
 0006011	 UDP-glucose metabolic process 
 0016706	 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxyg
 0016471	 vacuolar proton-transporting V-type ATPase complex 
 0048472	 threonine-phosphate decarboxylase activity 
 0004573	 mannosyl-oligosaccharide glucosidase activity 
 0009311	 oligosaccharide metabolic process 
 0018537	 coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase activity 
 0047068	 N5,N10-methenyltetrahydromethanopterin hydrogenase activity 
 0030570	 pectate lyase activity 
 0030244	 cellulose biosynthetic process 
 0005471	 ATPADP antiporter activity 
 0033180	 proton-transporting V-type ATPase, V1 domain 
 0000221	 vacuolar proton-transporting V-type ATPase, V1 domain 
 0019050	 suppression by virus of host apoptotic process 
 0019089	 transmission of virus 
 0019901	 protein kinase binding 
 0018836	 alkylmercury lyase activity 
 0046413	 organomercury catabolic process 
 0005523	 tropomyosin binding 
 0015204	 urea transmembrane transporter activity 
 0071918	 urea transmembrane transport 
 0042546	 cell wall biogenesis 
 0003989	 acetyl-CoA carboxylase activity 
 0009317	 acetyl-CoA carboxylase complex 
 0016534	 cyclin-dependent protein kinase 5 activator activity 
 0016533	 cyclin-dependent protein kinase 5 holoenzyme complex 
 0004531	 deoxyribonuclease II activity 
 0019204	 nucleotide phosphatase activity 
 0008017	 microtubule binding 
 0008767	 UDP-galactopyranose mutase activity 
 0009244	 lipopolysaccharide core region biosynthetic process 
 0008360	 regulation of cell shape 
 0004833	 tryptophan 2,3-dioxygenase activity 
 0019441	 tryptophan catabolic process to kynurenine 
 0047605	 acetolactate decarboxylase activity 
 0019751	 polyol metabolic process 
 0019049	 evasion or tolerance of host defenses by virus 
 0004594	 pantothenate kinase activity 
 0003941	 L-serine ammonia-lyase activity 
 0009847	 spore germination 
 0016830	 carbon-carbon lyase activity 
 0008759	 UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity 
 0004615	 phosphomannomutase activity 
 0019307	 mannose biosynthetic process 
 0005451	 monovalent cationhydrogen antiporter activity 
 0015672	 monovalent inorganic cation transport 
 0018279	 protein N-linked glycosylation via asparagine 
 0008725	 DNA-3-methyladenine glycosylase activity 
 0015018	 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity 
 0016891	 endoribonuclease activity, producing 5-phosphomonoesters 
 0015232	 heme transporter activity 
 0015886	 heme transport 
 0008514	 organic anion transmembrane transporter activity 
 0015711	 organic anion transport 
 0016503	 pheromone receptor activity 
 0003847	 1-alkyl-2-acetylglycerophosphocholine esterase activity 
 0045300	 acyl-[acyl-carrier-protein] desaturase activity 
 0042318	 penicillin biosynthetic process 
 0030436	 asexual sporulation 
 0003913	 DNA photolyase activity 
 0008773	 [protein-PII] uridylyltransferase activity 
 0032324	 molybdopterin cofactor biosynthetic process 
 0043190	 ATP-binding cassette ABC transporter complex 
 0016149	 translation release factor activity, codon specific 
 0047396	 glycosylphosphatidylinositol diacylglycerol-lyase activity 
 0006650	 glycerophospholipid metabolic process 
 0005335	 serotoninsodium symporter activity 
 0008294	 calcium- and calmodulin-responsive adenylate cyclase activity 
 0005922	 connexon complex 
 0009044	 xylan 1,4-beta-xylosidase activity 
 0030153	 bacteriocin immunity 
 0008076	 voltage-gated potassium channel complex 
 0006898	 receptor-mediated endocytosis 
 0007131	 reciprocal meiotic recombination 
 0016286	 small conductance calcium-activated potassium channel activity 
 0043547	 positive regulation of GTPase activity 
 0016760	 cellulose synthase UDP-forming activity 
 0004037	 allantoicase activity 
 0000256	 allantoin catabolic process 
 0043158	 heterocyst differentiation 
 0048222	 glycoprotein network 
 0019073	 viral DNA genome packaging 
 0008914	 leucyltransferase activity 
 0004071	 aspartate-ammonia ligase activity 
 0042925	 benzoate transporter activity 
 0042919	 benzoate transport 
 0018492	 carbon-monoxide dehydrogenase acceptor activity 
 0031167	 rRNA methylation 
 0015556	 C4-dicarboxylate transmembrane transporter activity 
 0015740	 C4-dicarboxylate transport 
 0015501	 glutamatesodium symporter activity 
 0015813	 L-glutamate transport 
 0004713	 protein tyrosine kinase activity 
 0007172	 signal complex assembly 
 0005925	 focal adhesion 
 0052861	 glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group 
 0052862	 glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group 
 0007034	 vacuolar transport 
 0030904	 retromer complex 
 0033925	 mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity 
 0046559	 alpha-glucuronidase activity 
 0045493	 xylan catabolic process 
 0006974	 response to DNA damage stimulus 
 0046556	 alpha-N-arabinofuranosidase activity 
 0046373	 L-arabinose metabolic process 
 0006040	 amino sugar metabolic process 
 0009254	 peptidoglycan turnover 
 0008882	 [glutamate-ammonia-ligase] adenylyltransferase activity 
 0000175	 3-5'-exoribonuclease activity 
 0033856	 pyridoxine 5-phosphate synthase activity 
 0008615	 pyridoxine biosynthetic process 
 0045158	 electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activ
 0042410	 6-carboxyhexanoate-CoA ligase activity 
 0009102	 biotin biosynthetic process 
 0030704	 vitelline membrane formation 
 0008440	 inositol-1,4,5-trisphosphate 3-kinase activity 
 0000902	 cell morphogenesis 
 0032955	 regulation of barrier septum assembly 
 0008927	 mannonate dehydratase activity 
 0000775	 chromosome, centromeric region 
 0051191	 prosthetic group biosynthetic process 
 0005643	 nuclear pore 
 0015649	 2-keto-3-deoxygluconatehydrogen symporter activity 
 0008643	 carbohydrate transport 
 0046411	 2-keto-3-deoxygluconate transport 
 0015099	 nickel cation transmembrane transporter activity 
 0015675	 nickel cation transport 
 0016499	 orexin receptor activity 
 0006289	 nucleotide-excision repair 
 0005099	 Ras GTPase activator activity 
 0015450	 P-P-bond-hydrolysis-driven protein transmembrane transporter activity 
 0015708	 silicate transport 
 0051782	 negative regulation of cell division 
 0009276	 Gram-negative-bacterium-type cell wall 
 0005669	 transcription factor TFIID complex 
 0000439	 core TFIIH complex 
 0009411	 response to UV 
 0046718	 viral entry into host cell 
 0016989	 sigma factor antagonist activity 
 0004091	 carboxylesterase activity 
 0006506	 GPI anchor biosynthetic process 
 0031227	 intrinsic to endoplasmic reticulum membrane 
 0032297	 negative regulation of DNA-dependent DNA replication initiation 
 0055070	 copper ion homeostasis 
 0051028	 mRNA transport 
 0006542	 glutamine biosynthetic process 
 0006184	 GTP catabolic process 
 0004450	 isocitrate dehydrogenase NADP+ activity 
 0047547	 2-methylcitrate dehydratase activity 
 0019543	 propionate catabolic process 
 0030682	 evasion or tolerance of host defense response 
 0050568	 protein-glutamine glutaminase activity 
 0030674	 protein binding, bridging 
 0042802	 identical protein binding 
 0043130	 ubiquitin binding 
 0032040	 small-subunit processome 
 0000910	 cytokinesis 
 0000077	 DNA damage checkpoint 
 0030896	 checkpoint clamp complex 
 0030435	 sporulation resulting in formation of a cellular spore 
 0050532	 2-phosphosulfolactate phosphatase activity 
 0003885	 D-arabinono-1,4-lactone oxidase activity 
 0030833	 regulation of actin filament polymerization 
 0030071	 regulation of mitotic metaphase/anaphase transition 
 0005680	 anaphase-promoting complex 
 0034314	 Arp2/3 complex-mediated actin nucleation 
 0005885	 Arp2/3 protein complex 
 0015075	 ion transmembrane transporter activity 
 0002161	 aminoacyl-tRNA editing activity 
 0002143	 tRNA wobble position uridine thiolation 
 0051304	 chromosome separation 
 0000808	 origin recognition complex 
 0005047	 signal recognition particle binding 
 0005785	 signal recognition particle receptor complex 
 0016560	 protein import into peroxisome matrix, docking 
 0004516	 nicotinate phosphoribosyltransferase activity 
 0006888	 ER to Golgi vesicle-mediated transport 
 0005801	 cis-Golgi network 
 0006914	 autophagy 
 0000045	 autophagic vacuole assembly 
 0016255	 attachment of GPI anchor to protein 
 0042765	 GPI-anchor transamidase complex 
 0004848	 ureidoglycolate hydrolase activity 
 0017119	 Golgi transport complex 
 0000922	 spindle pole 
 0005815	 microtubule organizing center 
 0047465	 N-acylglucosamine-6-phosphate 2-epimerase activity 
 0006051	 N-acetylmannosamine metabolic process 
 0003756	 protein disulfide isomerase activity 
 0016671	 oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor 
 0004671	 protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity 
 0006481	 C-terminal protein methylation 
 0005375	 copper ion transmembrane transporter activity 
 0035434	 copper ion transmembrane transport 
 0050570	 4-hydroxythreonine-4-phosphate dehydrogenase activity 
 0015343	 siderophore transmembrane transporter activity 
 0019290	 siderophore biosynthetic process 
 0008899	 homoserine O-succinyltransferase activity 
 0019281	 L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine 
 0030269	 tetrahydromethanopterin S-methyltransferase activity 
 0050897	 cobalt ion binding 
 0004411	 homogentisate 1,2-dioxygenase activity 
 0006559	 L-phenylalanine catabolic process 
 0006570	 tyrosine metabolic process 
 0008814	 citrate CoA-transferase activity 
 0009346	 citrate lyase complex 
 0046688	 response to copper ion 
 0009295	 nucleoid 
 0004788	 thiamine diphosphokinase activity 
 0009229	 thiamine diphosphate biosynthetic process 
 0008115	 sarcosine oxidase activity 
 0046653	 tetrahydrofolate metabolic process 
 0005246	 calcium channel regulator activity 
 0042030	 ATPase inhibitor activity 
 0006816	 calcium ion transport 
 0004631	 phosphomevalonate kinase activity 
 0006695	 cholesterol biosynthetic process 
 0008948	 oxaloacetate decarboxylase activity 
 0015081	 sodium ion transmembrane transporter activity 
 0071436	 sodium ion export 
 0005744	 mitochondrial inner membrane presequence translocase complex 
 0030261	 chromosome condensation 
 0008831	 dTDP-4-dehydrorhamnose reductase activity 
 0045226	 extracellular polysaccharide biosynthetic process 
 0008770	 [acyl-carrier-protein] phosphodiesterase activity 
 0050920	 regulation of chemotaxis 
 0008813	 chorismate lyase activity 
 0034228	 ethanolamine transmembrane transporter activity 
 0034229	 ethanolamine transport 
 0043064	 flagellum organization 
 0000917	 barrier septum assembly 
 0009446	 putrescine biosynthetic process 
 0004057	 arginyltransferase activity 
 0016598	 protein arginylation 
 0030866	 cortical actin cytoskeleton organization 
 0043165	 Gram-negative-bacterium-type cell outer membrane assembly 
 0030515	 snoRNA binding 
 0031120	 snRNA pseudouridine synthesis 
 0047474	 long-chain fatty acid luciferin component ligase activity 
 0018576	 catechol 1,2-dioxygenase activity 
 0009712	 catechol-containing compound metabolic process 
 0008193	 tRNA guanylyltransferase activity 
 0010033	 response to organic substance 
 0016044	 cellular membrane organization 
 0047355	 CDP-glycerol glycerophosphotransferase activity 
 0019054	 modulation by virus of host cellular process 
 0046429	 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity 
 0009664	 plant-type cell wall organization 
 0004819	 glutamine-tRNA ligase activity 
 0006425	 glutaminyl-tRNA aminoacylation 
 0016567	 protein ubiquitination 
 0000151	 ubiquitin ligase complex 
 0045980	 negative regulation of nucleotide metabolic process 
 0005795	 Golgi stack 
 0006465	 signal peptide processing 
 0005787	 signal peptidase complex 
 0017136	 NAD-dependent histone deacetylase activity 
 0006342	 chromatin silencing 
 0006476	 protein deacetylation 
 0008430	 selenium binding 
 0052636	 arabinosyltransferase activity 
 0071766	 Actinobacterium-type cell wall biogenesis 
 0019748	 secondary metabolic process 
 0015969	 guanosine tetraphosphate metabolic process 
 0008962	 phosphatidylglycerophosphatase activity 
 0030255	 protein secretion by the type IV secretion system 
 0019953	 sexual reproduction 
 0006858	 extracellular transport 
 0000247	 C-8 sterol isomerase activity 
 0006696	 ergosterol biosynthetic process 
 0009605	 response to external stimulus 
 0000275	 mitochondrial proton-transporting ATP synthase complex, catalytic core F1 
 0000772	 mating pheromone activity 
 0030639	 polyketide biosynthetic process 
 0006338	 chromatin remodeling 
 0030178	 negative regulation of Wnt receptor signaling pathway 
 0008406	 gonad development 
 0008063	 Toll signaling pathway 
 0016833	 oxo-acid-lyase activity 
 0006516	 glycoprotein catabolic process 
 0004721	 phosphoprotein phosphatase activity 
 0030699	 glycine reductase activity 
 0050485	 oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor 
 0030700	 glycine reductase complex 
 0003830	 beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity 
 0006487	 protein N-linked glycosylation 
 0042651	 thylakoid membrane 
 0006909	 phagocytosis 
 0006333	 chromatin assembly or disassembly 
 0006890	 retrograde vesicle-mediated transport, Golgi to ER 
 0030126	 COPI vesicle coat 
 0008255	 ecdysis-triggering hormone activity 
 0018990	 ecdysis, chitin-based cuticle 
 0009507	 chloroplast 
 0019082	 viral protein processing 
 0045895	 positive regulation of mating-type specific transcription, DNA-dependent 
 0019051	 induction by virus of host apoptotic process 
 0016972	 thiol oxidase activity 
 0016012	 sarcoglycan complex 
 0008053	 mitochondrial fusion 
 0030127	 COPII vesicle coat 
 0016429	 tRNA adenine-N1--methyltransferase activity 
 0000228	 nuclear chromosome 
 0016846	 carbon-sulfur lyase activity 
 0019722	 calcium-mediated signaling 
 0000400	 four-way junction DNA binding 
 0051276	 chromosome organization 
 0030553	 cGMP binding 
 0007601	 visual perception 
 0048280	 vesicle fusion with Golgi apparatus 
 0005537	 mannose binding 
 0050690	 regulation of defense response to virus by virus 
 0007031	 peroxisome organization 
 0005779	 integral to peroxisomal membrane 
 0008277	 regulation of G-protein coupled receptor protein signaling pathway 
 0042246	 tissue regeneration 
 0004652	 polynucleotide adenylyltransferase activity 
 0043631	 RNA polyadenylation 
 0001104	 RNA polymerase II transcription cofactor activity 
 0006357	 regulation of transcription from RNA polymerase II promoter 
 0016592	 mediator complex 
 0009882	 blue light photoreceptor activity 
 0071949	 FAD binding 
 0046782	 regulation of viral transcription 
 0008791	 arginine N-succinyltransferase activity 
 0004359	 glutaminase activity 
 0006541	 glutamine metabolic process 
 0016861	 intramolecular oxidoreductase activity, interconverting aldoses and ketoses 
 0034257	 nicotinamide riboside transmembrane transporter activity 
 0034258	 nicotinamide riboside transport 
 0019645	 anaerobic electron transport chain 
 0004864	 protein phosphatase inhibitor activity 
 0043666	 regulation of phosphoprotein phosphatase activity 
 0009015	 N-succinylarginine dihydrolase activity 
 0005665	 DNA-directed RNA polymerase II, core complex 
 0050144	 nucleoside deoxyribosyltransferase activity 
 0070694	 deoxyribonucleoside 5-monophosphate N-glycosidase activity 
 0009159	 deoxyribonucleoside monophosphate catabolic process 
 0016756	 glutathione gamma-glutamylcysteinyltransferase activity 
 0046938	 phytochelatin biosynthetic process 
 0017176	 phosphatidylinositol N-acetylglucosaminyltransferase activity 
 0048029	 monosaccharide binding 
 0005996	 monosaccharide metabolic process 
 0004649	 polyADP-ribose glycohydrolase activity 
 0018024	 histone-lysine N-methyltransferase activity 
 0034968	 histone lysine methylation 
 0008671	 2-dehydro-3-deoxygalactonokinase activity 
 0034194	 D-galactonate catabolic process 
 0009755	 hormone-mediated signaling pathway 
 0016531	 copper chaperone activity 
 0006825	 copper ion transport 
 0005758	 mitochondrial intermembrane space 
 0008455	 alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity 
 0009312	 oligosaccharide biosynthetic process 
 0017056	 structural constituent of nuclear pore 
 0008488	 gamma-glutamyl carboxylase activity 
 0017187	 peptidyl-glutamic acid carboxylation 
 0030176	 integral to endoplasmic reticulum membrane 
 0030345	 structural constituent of tooth enamel 
 0042475	 odontogenesis of dentin-containing tooth 
 0018193	 peptidyl-amino acid modification 
 0006383	 transcription from RNA polymerase III promoter 
 0005666	 DNA-directed RNA polymerase III complex 
 0050113	 inositol oxygenase activity 
 0019310	 inositol catabolic process 
 0003933	 GTP cyclohydrolase activity 
 0033615	 mitochondrial proton-transporting ATP synthase complex assembly 
 0006479	 protein methylation 
 0004174	 electron-transferring-flavoprotein dehydrogenase activity 
 0004017	 adenylate kinase activity 
 0030908	 protein splicing 
 0051302	 regulation of cell division 
 0004013	 adenosylhomocysteinase activity 
 0016814	 hydrolase activity, acting on carbon-nitrogen but not peptide bonds, in cyclic amidines 
 0047750	 cholestenol delta-isomerase activity 
 0016125	 sterol metabolic process 
 0000746	 conjugation 
 0006878	 cellular copper ion homeostasis 
 0030092	 regulation of flagellum assembly 
 0050080	 malonyl-CoA decarboxylase activity 
 0050909	 sensory perception of taste 
 0019799	 tubulin N-acetyltransferase activity 
 0005761	 mitochondrial ribosome 
 0019299	 rhamnose metabolic process 
 0042627	 chylomicron 
 0042325	 regulation of phosphorylation 
 0008833	 deoxyribonuclease IV phage-T4-induced activity 
 0005773	 vacuole 
 0030494	 bacteriochlorophyll biosynthetic process 
 0008757	 S-adenosylmethionine-dependent methyltransferase activity 
 0045135	 polybeta-D-mannuronate lyase activity 
 0042122	 alginic acid catabolic process 
 0017134	 fibroblast growth factor binding 
 0016645	 oxidoreductase activity, acting on the CH-NH group of donors 
 0007016	 cytoskeletal anchoring at plasma membrane 
 0016010	 dystrophin-associated glycoprotein complex 
 0008190	 eukaryotic initiation factor 4E binding 
 0045947	 negative regulation of translational initiation 
 0005664	 nuclear origin of replication recognition complex 
 0005852	 eukaryotic translation initiation factor 3 complex 
 0007349	 cellularization 
 0007130	 synaptonemal complex assembly 
 0000795	 synaptonemal complex 
 0045900	 negative regulation of translational elongation 
 0019074	 viral RNA genome packaging 
 0004629	 phospholipase C activity 
 0001527	 microfibril 
 0008965	 phosphoenolpyruvate-protein phosphotransferase activity 
 0015658	 branched-chain amino acid transmembrane transporter activity 
 0015803	 branched-chain amino acid transport 
 0018112	 proline racemase activity 
 0007094	 mitotic cell cycle spindle assembly checkpoint 
 0000445	 THO complex part of transcription export complex 
 0033588	 Elongator holoenzyme complex 
 0016559	 peroxisome fission 
 0000290	 deadenylation-dependent decapping of nuclear-transcribed mRNA 
 0015095	 magnesium ion transmembrane transporter activity 
 0015693	 magnesium ion transport 
 0003954	 NADH dehydrogenase activity 
 0032580	 Golgi cisterna membrane 
 0036355	 2-iminoacetate synthase activity 
 0004373	 glycogen starch synthase activity 
 0005978	 glycogen biosynthetic process 
 0045202	 synapse 
 0030529	 ribonucleoprotein complex 
 0005518	 collagen binding 
 0047325	 inositol tetrakisphosphate 1-kinase activity 
 0052725	 inositol-1,3,4-trisphosphate 6-kinase activity 
 0052726	 inositol-1,3,4-trisphosphate 5-kinase activity 
 0032957	 inositol trisphosphate metabolic process 
 0007617	 mating behavior 
 0030541	 plasmid partitioning 
 0045596	 negative regulation of cell differentiation 
 0046999	 regulation of conjugation 
 0008253	 5-nucleotidase activity 
 0030354	 melanin-concentrating hormone activity 
 0004623	 phospholipase A2 activity 
 0016117	 carotenoid biosynthetic process 
 0019905	 syntaxin binding 
 0043515	 kinetochore binding 
 0000777	 condensed chromosome kinetochore 
 0031145	 anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process 
 0019634	 organic phosphonate metabolic process 
 0019475	 L-lysine catabolic process to acetate 
 0042262	 DNA protection 
 0030041	 actin filament polymerization 
 0030120	 vesicle coat 
 0042811	 pheromone biosynthetic process 
 0006672	 ceramide metabolic process 
 0004113	 2,3'-cyclic-nucleotide 3'-phosphodiesterase activity 
 0009214	 cyclic nucleotide catabolic process 
 0016655	 oxidoreductase activity, acting on NADPH, quinone or similar compound as acceptor 
 0043086	 negative regulation of catalytic activity 
 0008013	 beta-catenin binding 
 0050708	 regulation of protein secretion 
 0043230	 extracellular organelle 
 0008851	 ethanolamine ammonia-lyase activity 
 0043498	 cell surface binding 
 0017172	 cysteine dioxygenase activity 
 0046439	 L-cysteine metabolic process 
 0016636	 oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor 
 0010024	 phytochromobilin biosynthetic process 
 0030688	 preribosome, small subunit precursor 
 0043093	 cytokinesis by binary fission 
 0019700	 organic phosphonate catabolic process 
 0042916	 alkylphosphonate transport 
 0030155	 regulation of cell adhesion 
 0030334	 regulation of cell migration 
 0045995	 regulation of embryonic development 
 0005606	 laminin-1 complex 
 0005604	 basement membrane 
 0047961	 glycine N-acyltransferase activity 
 0004751	 ribose-5-phosphate isomerase activity 
 0009052	 pentose-phosphate shunt, non-oxidative branch 
 0008924	 malate dehydrogenase quinone activity 
 0007596	 blood coagulation 
 0000334	 3-hydroxyanthranilate 3,4-dioxygenase activity 
 0035299	 inositol pentakisphosphate 2-kinase activity 
 0050151	 oleate hydratase activity 
 0043085	 positive regulation of catalytic activity 
 0044179	 hemolysis in other organism 
 0008740	 L-rhamnose isomerase activity 
 0008527	 taste receptor activity 
 0050912	 detection of chemical stimulus involved in sensory perception of taste 
 0000921	 septin ring assembly 
 0005940	 septin ring 
 0016852	 sirohydrochlorin cobaltochelatase activity 
 0019251	 anaerobic cobalamin biosynthetic process 
 0009117	 nucleotide metabolic process 
 0004135	 amylo-alpha-1,6-glucosidase activity 
 0017009	 protein-phycocyanobilin linkage 
 0046649	 lymphocyte activation 
 0009986	 cell surface 
 0042438	 melanin biosynthetic process 
 0051015	 actin filament binding 
 0051085	 chaperone mediated protein folding requiring cofactor 
 0008772	 [isocitrate dehydrogenase NADP+] kinase activity 
 0009416	 response to light stimulus 
 0008276	 protein methyltransferase activity 
 0045482	 trichodiene synthase activity 
 0016106	 sesquiterpenoid biosynthetic process 
 0033990	 ectoine synthase activity 
 0019491	 ectoine biosynthetic process 
 0019015	 viral genome 
 0016298	 lipase activity 
 0008203	 cholesterol metabolic process 
 0030582	 fruiting body development 
 0019855	 calcium channel inhibitor activity 
 0016043	 cellular component organization 
 0019670	 anaerobic glutamate catabolic process 
 0015267	 channel activity 
 0046931	 pore complex assembly 
 0052331	 hemolysis in other organism involved in symbiotic interaction 
 0046930	 pore complex 
 0017048	 Rho GTPase binding 
 0000245	 spliceosomal complex assembly 
 0000186	 activation of MAPKK activity 
 0001678	 cellular glucose homeostasis 
 0008343	 adult feeding behavior 
 0032099	 negative regulation of appetite 
 0015153	 rhamnose transmembrane transporter activity 
 0008645	 hexose transport 
 0050780	 dopamine receptor binding 
 0007212	 dopamine receptor signaling pathway 
 0010447	 response to acidity 
 0043065	 positive regulation of apoptotic process 
 0009890	 negative regulation of biosynthetic process 
 0050750	 low-density lipoprotein particle receptor binding 
 0008283	 cell proliferation 
 0004619	 phosphoglycerate mutase activity 
 0006007	 glucose catabolic process 
 0072519	 parasitism 
 0003883	 CTP synthase activity 
 0006221	 pyrimidine nucleotide biosynthetic process 
 0006891	 intra-Golgi vesicle-mediated transport 
 0000002	 mitochondrial genome maintenance 
 0000262	 mitochondrial chromosome 
 0009001	 serine O-acetyltransferase activity 
 0006535	 cysteine biosynthetic process from serine 
 0003980	 UDP-glucoseglycoprotein glucosyltransferase activity 
 0030058	 amine dehydrogenase activity 
 0003994	 aconitate hydratase activity 
 0042493	 response to drug 
 0015385	 sodiumhydrogen antiporter activity 
 0016052	 carbohydrate catabolic process 
 0019904	 protein domain specific binding 
 0005219	 ryanodine-sensitive calcium-release channel activity 
 0006874	 cellular calcium ion homeostasis 
 0016896	 exoribonuclease activity, producing 5-phosphomonoesters 
 0019008	 molybdopterin synthase complex 
 0008827	 cytochrome o ubiquinol oxidase activity 
 0046660	 female sex differentiation 
 0009725	 response to hormone stimulus 
 0005248	 voltage-gated sodium channel activity 
 0001518	 voltage-gated sodium channel complex 
 0007623	 circadian rhythm 
 0060567	 negative regulation of DNA-dependent transcription, termination 
 0045040	 protein import into mitochondrial outer membrane 
 0045182	 translation regulator activity 
 0008829	 dCTP deaminase activity 
 0009394	 2-deoxyribonucleotide metabolic process 
 0003919	 FMN adenylyltransferase activity 
 0007096	 regulation of exit from mitosis 
 0034639	 L-amino acid efflux transmembrane transporter activity 
 0040008	 regulation of growth 
 0000087	 M phase of mitotic cell cycle 
 0006024	 glycosaminoglycan biosynthetic process 
 0009271	 phage shock 
 0030212	 hyaluronan metabolic process 
 0005730	 nucleolus 
 0015716	 organic phosphonate transport 
 0006401	 RNA catabolic process 
 0015144	 carbohydrate transmembrane transporter activity 
 0034219	 carbohydrate transmembrane transport 
 0006188	 IMP biosynthetic process 
 0016837	 carbon-oxygen lyase activity, acting on polysaccharides 
 0045490	 pectin catabolic process 
 0009247	 glycolipid biosynthetic process 
 0046685	 response to arsenic-containing substance 
 0016762	 xyloglucanxyloglucosyl transferase activity 
 0006073	 cellular glucan metabolic process 
 0048046	 apoplast 
 0005381	 iron ion transmembrane transporter activity 
 0034755	 iron ion transmembrane transport 
 0006885	 regulation of pH 
 0051186	 cofactor metabolic process 
 0051775	 response to redox state 
 0001682	 tRNA 5-leader removal 
 0001733	 galactosylceramide sulfotransferase activity 
 0005794	 Golgi apparatus 
 0030216	 keratinocyte differentiation 
 0001533	 cornified envelope 
 0016818	 hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides 
 0006613	 cotranslational protein targeting to membrane 
 0005784	 Sec61 translocon complex 
 0046406	 magnesium protoporphyrin IX methyltransferase activity 
 0009878	 nodule morphogenesis 
 0046422	 violaxanthin de-epoxidase activity 
 0019955	 cytokine binding 
 0016670	 oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor 
 0030328	 prenylcysteine catabolic process 
 0032403	 protein complex binding 
 0045046	 protein import into peroxisome membrane 
 0042619	 poly-hydroxybutyrate biosynthetic process 
 0050840	 extracellular matrix binding 
 0046903	 secretion 
 0045227	 capsule polysaccharide biosynthetic process 
 0006013	 mannose metabolic process 
 0047746	 chlorophyllase activity 
 0015996	 chlorophyll catabolic process 
 0035438	 cyclic-di-GMP binding 
 0004026	 alcohol O-acetyltransferase activity 
 0006066	 alcohol metabolic process 
 0015114	 phosphate ion transmembrane transporter activity 
 0035435	 phosphate ion transmembrane transport 
 0030198	 extracellular matrix organization 
